Gurobi 9.1.2 (linux64) logging started Sat Mar  5 17:55:33 2022

Gurobi Optimizer version 9.1.2 build v9.1.2rc0 (linux64)
Thread count: 12 physical cores, 24 logical processors, using up to 1 threads
Optimize a model with 44541 rows, 44641 columns and 549941 nonzeros
Model fingerprint: 0x443d76b3
Model has 461881 quadratic objective terms
Coefficient statistics:
  Matrix range     [2e-04, 1e+00]
  Objective range  [8e-24, 1e-03]
  QObjective range [7e-07, 2e-05]
  Bounds range     [1e+00, 1e+00]
  RHS range        [0e+00, 0e+00]
Presolve removed 8441 rows and 8441 columns
Presolve time: 4.43s
Presolved: 36100 rows, 36200 columns, 509123 nonzeros
Presolved model has 372223 quadratic objective terms

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   51897    7.1661246e+00   0.000000e+00   5.054529e+05   4389s
   51999    7.1661277e+00   0.000000e+00   4.171210e+05   4413s
   52101    7.1661277e+00   0.000000e+00   2.830066e+05   4436s
   52203    7.1661059e+00   0.000000e+00   4.944596e+05   4460s
   52305    7.1660935e+00   0.000000e+00   3.212508e+05   4483s
   52407    7.1660841e+00   0.000000e+00   3.940365e+05   4514s
   52509    7.1660773e+00   0.000000e+00   5.847053e+05   4538s
   52611    7.1660763e+00   0.000000e+00   7.138910e+05   4563s
   52713    6.5396037e+00   0.000000e+00   4.509733e+05   4585s
   52815    6.5396154e+00   0.000000e+00   2.784516e+05   4610s
   52917    6.5396187e+00   0.000000e+00   2.651398e+05   4633s
   53019    6.5395493e+00   0.000000e+00   4.112583e+05   4659s
   53121    6.5395824e+00   0.000000e+00   4.024870e+05   4684s
   53223    6.5396170e+00   0.000000e+00   5.621805e+05   4708s
   53325    6.5397024e+00   0.000000e+00   1.997849e+05   4731s
   53427    6.5396242e+00   0.000000e+00   8.777897e+05   4757s
   53529    6.5396097e+00   0.000000e+00   4.017383e+05   4782s
   53631    6.5396381e+00   0.000000e+00   3.430990e+05   4807s
   53733    6.5396283e+00   0.000000e+00   5.663627e+05   4834s
   53835    6.5397221e+00   0.000000e+00   5.786167e+05   4860s
   53936    6.5396782e+00   0.000000e+00   1.171105e+06   4885s
   54038    6.5396822e+00   0.000000e+00   1.051529e+06   4911s
   54140    5.8397917e+00   0.000000e+00   2.186396e+06   4938s
   54242    5.8396369e+00   0.000000e+00   7.431534e+05   4962s
   54344    5.8397701e+00   0.000000e+00   7.652137e+05   4993s
   54446    5.8397064e+00   0.000000e+00   7.247649e+05   5017s
   54547    5.8396661e+00   0.000000e+00   3.677034e+05   5042s
   54649    5.8396901e+00   0.000000e+00   4.902176e+05   5067s
   54751    5.8397229e+00   0.000000e+00   2.768764e+05   5092s
   54853    5.8398471e+00   0.000000e+00   7.976084e+01   5118s
   54955    5.1496874e+00   0.000000e+00   2.849912e+05   5143s
   55057    5.1497131e+00   0.000000e+00   4.468085e+05   5168s
   55159    5.1497197e+00   0.000000e+00   4.658579e+05   5193s
   55260    5.1497397e+00   0.000000e+00   7.752343e+05   5218s
   55362    5.1497019e+00   0.000000e+00   1.059472e+06   5242s
   55464    5.1497449e+00   0.000000e+00   8.124576e+05   5267s
   55566    5.1496938e+00   0.000000e+00   1.399691e+06   5292s
   55668    4.5269055e+00   0.000000e+00   6.349716e+05   5318s
   55770    4.5268847e+00   0.000000e+00   4.907375e+05   5342s
   55872    4.5269235e+00   0.000000e+00   5.274197e+05   5370s
   55974    4.5270162e+00   0.000000e+00   6.885331e+05   5397s
   56076    4.5269670e+00   0.000000e+00   6.662513e+05   5422s
   56178    4.5268817e+00   0.000000e+00   7.372193e+05   5448s
   56280    4.5269061e+00   0.000000e+00   1.647223e+06   5475s
   56382    4.5269139e+00   0.000000e+00   8.095521e+05   5501s
   56483    4.5268826e+00   0.000000e+00   3.636946e+05   5529s
   56585    4.5269278e+00   0.000000e+00   5.527815e+05   5554s
   56687    4.5269459e+00   0.000000e+00   3.603107e+05   5580s
   56789    4.5270131e+00   0.000000e+00   5.844168e+05   5608s
   56891    4.5268792e+00   0.000000e+00   2.573717e+05   5633s
   56993    4.5270057e+00   0.000000e+00   5.164904e+05   5659s
   57094    3.6377847e+00   0.000000e+00   2.432193e+05   5686s
   57196    3.6377857e+00   0.000000e+00   2.276871e+05   5715s
   57298    3.6377615e+00   0.000000e+00   1.389728e+05   5745s
   57399    3.6377473e+00   0.000000e+00   4.770696e+05   5773s
   57501    3.6377843e+00   0.000000e+00   4.195215e+05   5802s
   57603    3.6377874e+00   0.000000e+00   4.388305e+05   5831s
   57704    3.6378123e+00   0.000000e+00   1.698352e+05   5862s
   57806    3.1478954e+00   0.000000e+00   7.187246e+01   5891s
   57908    3.1478954e+00   0.000000e+00   9.309306e+01   5920s
   58010    3.1478954e+00   0.000000e+00   1.388494e+02   5949s
   58112    3.1478954e+00   0.000000e+00   1.652537e+02   5979s
   58214    3.1478954e+00   0.000000e+00   2.227193e+02   6009s
   58316    3.1478954e+00   0.000000e+00   2.839685e+02   6038s
   58418    3.1478954e+00   0.000000e+00   6.085265e+02   6068s
   58520    2.8133135e+00   0.000000e+00   5.899112e+01   6096s
   58622    2.8133135e+00   0.000000e+00   8.229774e+01   6126s
   58724    2.8133135e+00   0.000000e+00   1.353944e+02   6154s
   58826    2.8133135e+00   0.000000e+00   1.904404e+02   6184s
   58928    2.8133135e+00   0.000000e+00   2.292957e+02   6215s
   59030    2.8133135e+00   0.000000e+00   2.792209e+02   6245s
   59132    2.8133135e+00   0.000000e+00   3.833603e+02   6275s
   59234    2.4862654e+00   0.000000e+00   4.137452e+01   6305s
   59336    2.4862654e+00   0.000000e+00   6.666135e+01   6335s
   59438    2.4862654e+00   0.000000e+00   7.027804e+01   6366s
   59540    2.4862654e+00   0.000000e+00   1.133254e+02   6399s
   59642    2.4862654e+00   0.000000e+00   1.120816e+02   6429s
   59744    2.4862654e+00   0.000000e+00   1.826832e+02   6460s
