Gurobi 9.1.2 (linux64) logging started Fri Mar  4 21:12:47 2022

Gurobi Optimizer version 9.1.2 build v9.1.2rc0 (linux64)
Thread count: 12 physical cores, 24 logical processors, using up to 1 threads
Optimize a model with 44740 rows, 44740 columns and 550635 nonzeros
Model fingerprint: 0xb6ac0efd
Model has 461881 quadratic objective terms
Variable types: 44640 continuous, 100 integer (100 binary)
Coefficient statistics:
  Matrix range     [2e-04, 1e+00]
  Objective range  [8e-24, 1e-03]
  QObjective range [7e-07, 2e-05]
  Bounds range     [1e+00, 1e+00]
  RHS range        [2e+00, 2e+00]
Found heuristic solution: objective 24.0920649
Presolve removed 8441 rows and 8441 columns
Presolve time: 2.25s
Presolved: 36299 rows, 36299 columns, 509217 nonzeros
Presolved model has 372223 quadratic objective terms
Variable types: 36199 continuous, 100 integer (100 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
    2912    2.4092065e+01   0.000000e+00   6.344054e+03      5s
Warning: Markowitz tolerance tightened to 0.125
Warning: Markowitz tolerance tightened to 0.5
     0     0    7.88214    0  100   12.39518    7.88214  36.4%     - 3815s
     0     0    7.89637    0  100   12.39518    7.89637  36.3%     - 3863s
     0     0    7.89918    0  100   12.39518    7.89918  36.3%     - 3934s
     0     0    7.94329    0  100   12.39518    7.94329  35.9%     - 4042s
     0     0    7.96972    0  100   12.39518    7.96972  35.7%     - 4131s
     0     0    7.97491    0  100   12.39518    7.97491  35.7%     - 4219s
     0     0    7.97989    0  100   12.39518    7.97989  35.6%     - 4306s
     0     0    7.98188    0  100   12.39518    7.98188  35.6%     - 4356s
     0     0    7.98724    0  100   12.39518    7.98724  35.6%     - 4417s
     0     0    7.98948    0  100   12.39518    7.98948  35.5%     - 4506s
     0     0    8.00302    0  100   12.39518    8.00302  35.4%     - 4625s
     0     0    8.00311    0  100   12.39518    8.00311  35.4%     - 4702s
     0     0    8.00854    0  100   12.39518    8.00854  35.4%     - 4749s
     0     0    8.00936    0  100   12.39518    8.00936  35.4%     - 4832s
     0     0    8.01556    0  100   12.39518    8.01556  35.3%     - 4884s
     0     0    8.01686    0  100   12.39518    8.01686  35.3%     - 4978s
     0     0    8.02376    0  100   12.39518    8.02376  35.3%     - 5086s
     0     0    8.02387    0  100   12.39518    8.02387  35.3%     - 5163s
     0     0    8.02948    0  100   12.39518    8.02948  35.2%     - 5216s
     0     0    8.03366    0  100   12.39518    8.03366  35.2%     - 5302s
     0     0    8.05356    0  100   12.39518    8.05356  35.0%     - 5359s
     0     0    8.05374    0  100   12.39518    8.05374  35.0%     - 5454s
     0     0    8.06057    0  100   12.39518    8.06057  35.0%     - 5546s
     0     0    8.06142    0  100   12.39518    8.06142  35.0%     - 5637s
     0     0    8.07234    0  100   12.39518    8.07234  34.9%     - 5695s
     0     0    8.07446    0  100   12.39518    8.07446  34.9%     - 5797s
     0     0    8.08221    0  100   12.39518    8.08221  34.8%     - 5901s
     0     0    8.08323    0  100   12.39518    8.08323  34.8%     - 6003s
     0     0    8.09705    0  100   12.39518    8.09705  34.7%     - 6174s
     0     0    8.09794    0  100   12.39518    8.09794  34.7%     - 6261s
     0     0    8.10436    0  100   12.39518    8.10436  34.6%     - 6352s
     0     0    8.10441    0  100   12.39518    8.10441  34.6%     - 6447s
     0     0    8.12086    0  100   12.39518    8.12086  34.5%     - 6556s
     0     0    8.12112    0  100   12.39518    8.12112  34.5%     - 6633s
     0     0    8.12610    0  100   12.39518    8.12610  34.4%     - 6717s
     0     0    8.12640    0  100   12.39518    8.12640  34.4%     - 6827s
     0     0    8.13391    0  100   12.39518    8.13391  34.4%     - 6893s
     0     0    8.13451    0  100   12.39518    8.13451  34.4%     - 7010s
     0     0    8.14507    0  100   12.39518    8.14507  34.3%     - 7101s
     0     0    8.14526    0  100   12.39518    8.14526  34.3%     - 7191s
     0     0    8.15814    0  100   12.39518    8.15814  34.2%     - 7274s
     0     0    8.15917    0  100   12.39518    8.15917  34.2%     - 7392s
     0     0    8.16392    0  100   12.39518    8.16392  34.1%     - 7488s
     0     0    8.16426    0  100   12.39518    8.16426  34.1%     - 7546s
     0     0    8.16892    0  100   12.39518    8.16892  34.1%     - 7663s
     0     0    8.17320    0  100   12.39518    8.17320  34.1%     - 7755s
     0     0    8.17861    0  100   12.39518    8.17861  34.0%     - 7869s
     0     0    8.19193    0  100   12.39518    8.19193  33.9%     - 7963s
     0     0    8.22202    0  100   12.39518    8.22202  33.7%     - 8066s
     0     0    8.22304    0  100   12.39518    8.22304  33.7%     - 8165s
     0     0    8.23704    0  100   12.39518    8.23704  33.5%     - 8258s
     0     0    8.24026    0  100   12.39518    8.24026  33.5%     - 8392s
     0     0    8.25256    0  100   12.39518    8.25256  33.4%     - 8504s
     0     0    8.25714    0  100   12.39518    8.25714  33.4%     - 8612s
     0     0    8.26758    0  100   12.39518    8.26758  33.3%     - 8719s
     0     0    8.26759    0  100   12.39518    8.26759  33.3%     - 8811s
